vkd3d-proton-bin 2.6-1
vlc 3.0.17.4-7
vmaf 2.3.1-1
volume_key 0.3.12-7
volumeicon 0.5.1-5
vpnc 1:0.5.3.r506.r204-1
vte-common 0.68.0-2
vte3 0.68.0-2
vulkan-headers 1:1.3.221-1
vulkan-icd-loader 1.3.221-1
vulkan-tools 1.3.217-1
wavpack 5.5.0-1
wayland 1.21.0-1
wayland-protocols 1.26-1
webkit2gtk 2.36.7-1
webkit2gtk-4.1 2.36.7-1
webrtc-audio-processing 0.3.1-3
websocat 1.10.1-1
wget 1.21.3-1
when 1.1.43-1
which 2.21-5
whois 5.5.13-1
wildmidi 0.4.4-1
wireguard-go-git 0.0.20220316.6.gd1d0842-1
wireguard-tools 1.0.20210914-1
wireless_tools 30.pre9-3
wireplumber 0.4.11-4
wireplumber-docs 0.4.11-4
wmname 0.1-5
woff2 1.0.2-4
wolfssl 5.3.0-1
wpa_supplicant 2:2.10-5
wpebackend-fdo 1.12.1-1
wqy-zenhei 0.9.45-9
wvdial 1.61-8
wvstreams 4.6.1-18
x264 3:0.164.r3095.baee400-4
x265 3.5-3
xbindkeys 1.8.7-3
xbitmaps 1.1.2-3
xcape 1.2-4
xcb-proto 1.15.2-1
xcb-util 0.4.0-4
xcb-util-cursor 0.1.3-4
xcb-util-image 0.4.0-4
xcb-util-keysyms 0.4.0-4
xcb-util-renderutil 0.3.9-4
xcb-util-wm 0.4.1-4
xcb-util-xrm 1.3-2
xclip 0.13-3
xdg-dbus-proxy 0.1.4-1
xdg-desktop-portal 1.15.0-1
xdg-desktop-portal-gtk 1.14.0-1
xdg-user-dirs 0.18-1
xdg-utils 1.1.3+21+g1a58bc2-1
xf86-input-elographics 1.4.2-3
xf86-input-evdev 2.10.6-3
xf86-input-libinput 1.2.1-1
xf86-input-synaptics 1.9.2-1
xf86-input-vmmouse 13.1.0-6
xf86-input-void 1.4.1-6
xf86-video-fbdev 0.5.0-3
xf86-video-intel 1:2.99.917+916+g31486f40-2
xf86-video-openchrome 0.6.0.r754.g15c868a-1
xfsprogs 5.19.0-1
xkeyboard-config 2.36-3
xl2tpd 1.3.17-1
xmlsec 1.2.34-2
xmlto 0.0.28-4
xorg-bdftopcf 1.1-3
xorg-font-util 1.3.3-1
xorg-fonts-encodings 1.0.6-1
xorg-iceauth 1.0.9-1
xorg-mkfontscale 1.2.2-1
xorg-server 21.1.4-1
xorg-server-common 21.1.4-1
xorg-sessreg 1.1.2-3
xorg-setxkbmap 1.3.3-1
xorg-smproxy 1.0.6-4
xorg-x11perf 1.6.1-3
xorg-xauth 1.1.2-1
xorg-xbacklight 1.2.3-3
xorg-xcmsdb 1.0.6-1
xorg-xcursorgen 1.0.7-3
xorg-xdriinfo 1.0.6-3
xorg-xev 1.2.5-1
xorg-xinit 1.4.1-3
xorg-xinput 1.6.3-3
xorg-xkbcomp 1.4.5-1
xorg-xkbevd 1.1.4-4
xorg-xkbutils 1.0.5-1
xorg-xkill 1.0.5-3
xorg-xlsatoms 1.1.3-3
xorg-xlsclients 1.1.4-3
xorg-xmessage 1.0.6-1
xorg-xmodmap 1.0.11-1
xorg-xpr 1.1.0-1
xorg-xprop 1.2.5-1
xorg-xrandr 1.5.1-2
xorg-xrdb 1.2.1-1
xorg-xrefresh 1.0.7-1
xorg-xset 1.2.4-3
xorg-xsetroot 1.1.2-3
xorg-xvinfo 1.1.4-3
xorg-xwd 1.0.8-1
xorg-xwud 1.0.6-1
xorgproto 2022.2-1
xplc 0.3.13-10
xterm 372-2
xvidcore 1.3.7-2
xwallpaper 0.7.4-1
xxhash 0.8.1-2
xz 5.2.6-1
xz-static 5.2.5-1
yad 12.0-1
yajl 2.1.0-5
yaml-cpp 0.7.0-2
yara 4.2.3-1
yarn 1.22.19-1
yelp-tools 42.0-1
yelp-xsl 42.0-1
youtube-dl-git 2021.12.17.r116.g55c823634-1
yt-dlp 2022.09.01-1
zbar 0.23.1-9
zenity 3.43.0-1
zeromq 4.3.4-2
zimg 3.0.4-1
zip 3.0-10
zlib 1:1.2.12-2
zsh 5.9-1
zsh-completions 0.34.0-2
zstd 1.5.2-7
zvbi 0.2.35-4
zxing-cpp 1.4.0-1
